Contig	SoftClippedBases	TotalBases	Fraction
NODE_178_length_42494_cov_3.585470	239099	3059069	0.0781607
NODE_1114_length_27839_cov_3.775054	161550	2138243	0.0755527
NODE_1083_length_28122_cov_3.522928	2153397	9819957	0.219288
NODE_914_length_29435_cov_3.390851	486767	3340202	0.14573
NODE_2539_length_21753_cov_3.275931	118921	1652312	0.0719725
NODE_512_length_34027_cov_3.396251	250343	2432062	0.102934
NODE_1767_length_24426_cov_3.380113	365237	1992068	0.183346
NODE_2794_length_21040_cov_3.512105	286494	1866284	0.15351
NODE_529_length_33790_cov_3.294500	393346	2861916	0.137441
NODE_2020_length_23387_cov_3.698385	402809	2708654	0.148712
NODE_793_length_30659_cov_3.634490	200580	2445897	0.0820067
NODE_2424_length_22086_cov_3.944513	174990	1707014	0.102512
NODE_1392_length_26146_cov_3.478212	996666	4751703	0.209749
NODE_2388_length_22193_cov_3.566081	140494	1773721	0.0792086
NODE_3015_length_20471_cov_3.539417	154180	1666172	0.0925355
NODE_343_length_37506_cov_3.471917	311570	2780695	0.112048
NODE_2644_length_21456_cov_3.458210	206968	1827758	0.113236
NODE_1886_length_23840_cov_3.339918	270232	2198698	0.122905
NODE_2704_length_21318_cov_3.589142	128126	1501696	0.0853209
NODE_1557_length_25285_cov_8.302112	678521	9706448	0.0699042
NODE_2968_length_20598_cov_3.690326	124882	1536928	0.0812543
NODE_268_length_39561_cov_3.741929	529704	4656713	0.113751
NODE_355_length_37304_cov_3.533100	282391	2868047	0.0984611
NODE_68_length_51384_cov_3.619362	443180	4026587	0.110063
NODE_3214_length_20083_cov_3.404023	413600	2711982	0.152508
NODE_2727_length_21234_cov_3.758883	454489	2661573	0.17076
NODE_2661_length_21436_cov_3.410648	316173	1853903	0.170545
NODE_120_length_45471_cov_5.232500	3300476	18295214	0.180401
NODE_1099_length_28010_cov_3.835083	269544	2348467	0.114774
NODE_2131_length_23054_cov_3.285167	1109521	6854639	0.161864
NODE_2913_length_20730_cov_3.365082	288585	2311347	0.124856
NODE_1318_length_26550_cov_3.641223	128780	1985273	0.0648677
NODE_1956_length_23614_cov_3.745524	803501	3943488	0.203754
NODE_2774_length_21103_cov_3.661588	109166	1512768	0.0721631
NODE_3205_length_20090_cov_3.450003	1299582	4503259	0.288587
NODE_2458_length_21995_cov_3.800740	76030	1568098	0.0484855
NODE_765_length_30885_cov_3.437569	230542	2565726	0.0898545
NODE_2123_length_23073_cov_3.471359	121015	1713593	0.0706206
NODE_437_length_35363_cov_3.819419	175812	2714414	0.0647698
NODE_1846_length_24047_cov_3.657633	320674	2495304	0.128511
NODE_795_length_30651_cov_3.494730	319115	2470832	0.129153
NODE_1425_length_25986_cov_3.796114	144214	1874601	0.0769305
NODE_929_length_29327_cov_3.152628	165562	2019264	0.0819913
NODE_2204_length_22770_cov_3.314146	364245	2256979	0.161386
NODE_3000_length_20525_cov_3.491139	133039	1613034	0.0824775
NODE_2375_length_22237_cov_3.290044	632695	3156385	0.200449
NODE_648_length_32129_cov_3.537652	174819	2389094	0.0731738
NODE_118_length_45643_cov_3.668957	352103	3555903	0.0990193
NODE_2796_length_21033_cov_3.706172	316896	2340889	0.135374
NODE_2072_length_23262_cov_3.764279	160421	1777606	0.0902455
NODE_1454_length_25854_cov_3.575500	111767	1828533	0.0611239
NODE_973_length_29029_cov_3.266816	692806	3677267	0.188402
NODE_2622_length_21508_cov_3.421178	630211	4154378	0.151698
NODE_2253_length_22619_cov_3.083792	132395	1587820	0.0833816
NODE_2416_length_22112_cov_3.554627	2908790	11966882	0.24307
NODE_1382_length_26207_cov_3.992684	180376	2047363	0.0881016
NODE_1029_length_28534_cov_3.301108	212346	2215049	0.0958651
NODE_199_length_41706_cov_3.466436	216530	3000851	0.0721562
NODE_1710_length_24615_cov_3.388767	225560	1938133	0.11638
NODE_1142_length_27673_cov_3.257344	192260	2088888	0.0920394
NODE_2701_length_21320_cov_3.675604	204224	1973163	0.103501
NODE_2978_length_20575_cov_3.470942	134652	1538012	0.0875494
NODE_1615_length_25005_cov_3.673051	117651	1852548	0.0635077
NODE_2484_length_21923_cov_3.703675	345007	2228193	0.154837
NODE_2255_length_22611_cov_3.795753	114038	1643250	0.0693978
NODE_2771_length_21109_cov_3.538839	339091	2863163	0.118432
NODE_2338_length_22362_cov_3.306203	186227	2021080	0.0921423
NODE_886_length_29615_cov_3.580871	154704	2286272	0.0676665
NODE_621_length_32456_cov_3.725469	385126	3424291	0.112469
NODE_1269_length_26905_cov_3.277811	186186	1954342	0.0952679
NODE_248_length_40096_cov_3.410331	350471	3170822	0.11053
NODE_2076_length_23251_cov_3.165385	338891	2337585	0.144975
NODE_1953_length_23625_cov_3.709683	133364	1775881	0.0750974
NODE_669_length_31966_cov_3.044121	719137	3324897	0.216289
NODE_275_length_39358_cov_3.313890	407201	3304566	0.123224
NODE_891_length_29598_cov_3.645073	164131	2126258	0.0771924
NODE_1570_length_25241_cov_4.464362	1660059	13202819	0.125735
NODE_1170_length_27547_cov_3.450379	208567	2025852	0.102953
NODE_1904_length_23767_cov_2.833742	1097371	3549429	0.309168
NODE_1464_length_25801_cov_4.003891	91152	2025961	0.044992
NODE_1914_length_23724_cov_3.741164	237249	1808101	0.131214
NODE_1124_length_27782_cov_3.709966	594818	4208758	0.141329
NODE_1389_length_26156_cov_3.629505	281183	2271084	0.12381
NODE_1132_length_27744_cov_3.724507	131629	2138016	0.061566
NODE_2276_length_22540_cov_3.265719	339171	2193208	0.154646
NODE_16_length_67001_cov_3.667843	576772	5479092	0.105268
NODE_149_length_43674_cov_3.669650	277729	3399479	0.0816975
NODE_1609_length_25020_cov_3.629068	145936	1907311	0.076514
NODE_589_length_32939_cov_3.744397	1108649	7098859	0.156173
NODE_1691_length_24679_cov_3.200854	155500	1749665	0.0888742
NODE_2648_length_21447_cov_4.105677	46063	1653133	0.0278641
NODE_739_length_31132_cov_3.648697	364848	2770632	0.131684
NODE_524_length_33900_cov_3.610455	882238	6330627	0.13936
NODE_1593_length_25101_cov_3.858251	92061	1834268	0.0501895
NODE_1023_length_28597_cov_3.311987	540468	3512094	0.153888
NODE_1289_length_26763_cov_3.222810	547768	3467158	0.157988
NODE_942_length_29230_cov_3.748035	232693	2188419	0.106329
NODE_2653_length_21444_cov_3.391614	445514	3720617	0.119742
NODE_1432_length_25964_cov_3.227644	197810	2036609	0.0971271
NODE_130_length_44892_cov_3.676356	233716	3473347	0.0672884
NODE_2178_length_22858_cov_3.361747	204253	1818612	0.112313
NODE_2480_length_21945_cov_3.375492	293493	1854450	0.158264
NODE_750_length_31053_cov_3.290463	828598	3477177	0.238296
NODE_2377_length_22228_cov_3.525961	352671	2116260	0.166648
NODE_436_length_35367_cov_3.820716	182139	2573964	0.0707621
NODE_2974_length_20586_cov_3.327476	291778	2100797	0.138889
NODE_3112_length_20268_cov_4.920968	826722	5304300	0.155859
NODE_127_length_45191_cov_3.584006	308774	3292838	0.0937714
NODE_1702_length_24630_cov_3.725816	120388	1868681	0.0644241
NODE_2421_length_22098_cov_3.525388	381996	2196264	0.17393
NODE_256_length_39785_cov_3.310009	1182445	6865597	0.172228
NODE_2906_length_20745_cov_3.283348	84969	1608922	0.0528111
NODE_1117_length_27829_cov_3.514858	260388	2385304	0.109163
NODE_3182_length_20139_cov_3.998154	86155	1531188	0.0562668
NODE_2531_length_21785_cov_3.119524	231592	1708770	0.135531
NODE_3241_length_20015_cov_3.568739	235718	1647941	0.143038
NODE_3236_length_20032_cov_3.355792	131378	1569632	0.0836999
NODE_2862_length_20858_cov_3.658221	144517	1621743	0.0891121
NODE_1823_length_24145_cov_3.701988	133843	1824376	0.0733637
NODE_2925_length_20689_cov_3.727975	441284	2056027	0.214629
NODE_860_length_29866_cov_3.756542	133554	2173790	0.0614383
NODE_2201_length_22777_cov_3.334906	348209	2397463	0.145241
NODE_1511_length_25568_cov_3.900114	181978	2044310	0.0890168
NODE_2812_length_20998_cov_3.579214	127890	1563165	0.0818148
NODE_2579_length_21661_cov_6.821260	235971	3437951	0.0686371
NODE_2944_length_20652_cov_3.419939	755630	4124717	0.183196
NODE_2442_length_22046_cov_3.924773	119015	1725808	0.0689619
NODE_2554_length_21719_cov_3.602081	402612	2149659	0.187291
NODE_533_length_33748_cov_3.659187	205236	2460300	0.0834191
NODE_258_length_39770_cov_3.571198	213343	3261033	0.0654219
NODE_584_length_32987_cov_3.371199	842745	6000876	0.140437
NODE_2172_length_22884_cov_3.970682	93440	1782218	0.0524291
NODE_961_length_29124_cov_3.386770	581096	2965355	0.195962
NODE_2378_length_22225_cov_3.182997	156788	1646477	0.0952264
NODE_314_length_38338_cov_3.413583	1129746	4842909	0.233278
NODE_1717_length_24595_cov_3.531964	242288	2095418	0.115628
NODE_612_length_32663_cov_3.429186	347295	2830418	0.122701
NODE_1805_length_24234_cov_3.664719	794843	4274850	0.185935
NODE_284_length_39179_cov_3.870445	165470	3005230	0.0550607
NODE_2973_length_20589_cov_3.211518	219828	1730388	0.12704
NODE_2889_length_20788_cov_3.284257	187181	1650642	0.113399
NODE_986_length_28871_cov_3.899833	1355202	5846234	0.231808
NODE_741_length_31120_cov_3.263757	387055	2492076	0.155314
NODE_966_length_29068_cov_3.236598	326977	2588421	0.126323
NODE_2789_length_21069_cov_3.792608	336550	1970221	0.170818
NODE_3053_length_20373_cov_3.619315	607301	3193274	0.190181
NODE_1481_length_25692_cov_3.660806	134654	1699117	0.0792494
NODE_2958_length_20621_cov_3.252120	200504	1671660	0.119943
NODE_893_length_29589_cov_3.583961	197667	2320624	0.0851784
NODE_1268_length_26919_cov_3.328188	109556	1963553	0.0557948
NODE_1749_length_24492_cov_3.621285	165833	1811333	0.091553
NODE_3227_length_20048_cov_3.459672	137118	1539255	0.0890808
NODE_976_length_28984_cov_3.556829	251801	2219351	0.113457
NODE_2633_length_21476_cov_3.100341	216479	1793257	0.120718
NODE_613_length_32614_cov_3.934984	115318	2355043	0.0489664
NODE_2821_length_20973_cov_4.273833	141044	1597975	0.0882642
NODE_110_length_46186_cov_3.757567	181612	3258122	0.0557413
NODE_377_length_36707_cov_3.540483	676599	4018555	0.168369
NODE_2674_length_21403_cov_3.332473	169047	1762945	0.095889
NODE_321_length_38109_cov_3.548014	589633	3714244	0.158749
NODE_2270_length_22556_cov_3.645456	172750	1674554	0.103162
NODE_607_length_32730_cov_3.578836	276257	2718986	0.101603
NODE_1100_length_28008_cov_3.942098	94084	2042655	0.0460597
NODE_861_length_29848_cov_3.239840	336878	2477833	0.135957
NODE_1119_length_27804_cov_3.265512	593038	3201470	0.185239
NODE_1859_length_23967_cov_3.526018	350205	2513876	0.139309
NODE_2673_length_21405_cov_3.879940	85155	1517249	0.0561246
NODE_2773_length_21105_cov_3.624298	213154	1565015	0.136199
NODE_804_length_30552_cov_3.465931	244230	2360766	0.103454
NODE_3128_length_20246_cov_3.312751	211059	1744418	0.120991
NODE_335_length_37682_cov_3.370673	214086	2924335	0.0732084
NODE_42_length_56745_cov_3.704728	474722	4405446	0.107758
NODE_2039_length_23349_cov_3.240516	317334	2471460	0.128399
NODE_1964_length_23568_cov_3.723252	222789	1843637	0.120842
NODE_3108_length_20277_cov_3.536624	159948	1728526	0.0925343
NODE_470_length_34645_cov_3.381520	667139	3863630	0.172672
NODE_676_length_31911_cov_3.834968	219472	2349722	0.0934034
NODE_1430_length_25970_cov_3.623323	113886	1829192	0.0622603
NODE_743_length_31118_cov_3.547568	321455	2514858	0.127822
NODE_3244_length_20012_cov_3.757144	140885	1585236	0.0888732
NODE_1_length_116598_cov_3.811458	454005	8727603	0.0520194
NODE_1659_length_24832_cov_3.778474	334658	2532108	0.132166
NODE_2323_length_22414_cov_3.051983	285242	1954093	0.145972
NODE_1065_length_28237_cov_3.335525	235640	2307395	0.102124
NODE_1633_length_24948_cov_3.577890	309115	2061461	0.149949
NODE_3220_length_20063_cov_3.226458	127803	1502742	0.0850465
NODE_1501_length_25626_cov_3.593920	190601	2083730	0.0914711
NODE_3212_length_20085_cov_3.417692	209483	1718197	0.12192
NODE_2634_length_21475_cov_4.622380	819558	6002980	0.136525
NODE_1520_length_25501_cov_3.650697	180565	2082708	0.0866972
NODE_269_length_39550_cov_3.466173	478738	4065676	0.117751
NODE_1616_length_25004_cov_3.509335	101696	1934901	0.0525588
NODE_2833_length_20947_cov_3.358787	164679	1640971	0.100355
NODE_993_length_28797_cov_3.715207	238748	2310014	0.103353
NODE_2007_length_23443_cov_3.450565	236682	2109865	0.112179
NODE_1771_length_24415_cov_4.249424	321383	2384482	0.134781
NODE_525_length_33871_cov_3.534940	475646	3090140	0.153924
NODE_323_length_38058_cov_3.370373	322187	3130870	0.102907
NODE_1250_length_27027_cov_3.379085	172120	2062908	0.0834356
NODE_2190_length_22812_cov_3.351957	259273	1975181	0.131265
NODE_2964_length_20612_cov_3.232633	150395	1477865	0.101765
NODE_1120_length_27804_cov_3.045660	434373	2923835	0.148563
NODE_2139_length_23035_cov_3.235307	192800	1829535	0.105382
NODE_2166_length_22907_cov_3.263942	744514	5368916	0.138671
NODE_1957_length_23612_cov_3.849573	121433	1771893	0.0685329
NODE_172_length_42601_cov_3.393040	465836	3615253	0.128853
NODE_546_length_33555_cov_3.374402	495641	3626245	0.136682
NODE_753_length_30998_cov_3.858248	119656	2309070	0.05182
NODE_1706_length_24622_cov_3.567059	97150	1980870	0.0490441
NODE_2_length_96890_cov_3.348008	701324	7570326	0.0926412
NODE_1306_length_26640_cov_3.388003	167924	2109301	0.0796112
NODE_1999_length_23457_cov_3.703399	172173	1687050	0.102056
NODE_1329_length_26515_cov_3.697759	154019	1917051	0.0803416
NODE_807_length_30477_cov_3.835901	173519	2215087	0.0783351
NODE_467_length_34734_cov_3.838516	501286	3680042	0.136217
NODE_1882_length_23864_cov_3.066358	158334	1947006	0.0813218
NODE_290_length_38949_cov_3.720772	618319	4121582	0.15002
NODE_539_length_33667_cov_3.657501	348239	2717691	0.128138
NODE_810_length_30420_cov_3.471192	168140	2223715	0.0756122
NODE_1595_length_25083_cov_3.818444	183791	1886916	0.0974029
NODE_1889_length_23831_cov_3.309456	197416	1810727	0.109026
NODE_2678_length_21394_cov_3.639164	615367	5306031	0.115975
NODE_2762_length_21125_cov_3.314801	105946	1471709	0.0719884
NODE_249_length_40064_cov_3.324809	464135	3307750	0.140317
NODE_2454_length_22003_cov_3.152666	678282	3145245	0.215653
NODE_313_length_38347_cov_3.559219	241794	2855880	0.0846653
NODE_955_length_29160_cov_3.637452	398711	3014196	0.132278
NODE_3016_length_20467_cov_3.841025	114293	1622569	0.0704395
NODE_2056_length_23308_cov_3.699858	98877	1782476	0.0554717
NODE_1898_length_23793_cov_3.415590	521023	2483538	0.209791
NODE_2500_length_21863_cov_3.866385	140380	1651755	0.0849884
NODE_2863_length_20858_cov_3.404981	330512	2567581	0.128725
NODE_2147_length_22985_cov_3.616490	104390	1712365	0.0609625
NODE_2412_length_22130_cov_3.468068	1037526	5209689	0.199153
NODE_3237_length_20031_cov_3.840157	234244	1670125	0.140255
NODE_2976_length_20577_cov_3.443012	225101	1539681	0.1462
NODE_959_length_29140_cov_3.934782	167960	2328684	0.0721266
NODE_716_length_31378_cov_3.756578	891711	4729736	0.188533
NODE_1188_length_27423_cov_3.655248	220022	2062103	0.106698
NODE_1000_length_28765_cov_3.224203	251404	2019865	0.124466
NODE_2807_length_21013_cov_3.763795	136456	1487449	0.0917383
NODE_1715_length_24604_cov_3.041012	247510	1878283	0.131775
NODE_885_length_29640_cov_3.150740	723372	4605045	0.157083
NODE_2845_length_20906_cov_3.366463	232634	1842772	0.126241
NODE_1072_length_28176_cov_3.660184	150518	1996137	0.0754046
NODE_1857_length_23983_cov_3.928153	134142	1722377	0.0778819
NODE_2220_length_22707_cov_3.306352	93840	1767006	0.0531068
NODE_2126_length_23065_cov_3.384438	143572	1725313	0.083215
NODE_2478_length_21950_cov_3.543270	143196	1594665	0.0897969
NODE_3170_length_20171_cov_3.170237	307850	1863405	0.165208
NODE_3160_length_20193_cov_3.299492	322954	1815588	0.177878
NODE_71_length_50897_cov_4.008071	167567	3724205	0.044994
NODE_1810_length_24202_cov_4.004854	115875	1812591	0.0639278
NODE_646_length_32152_cov_3.525349	546223	3951006	0.138249
NODE_1927_length_23700_cov_3.592941	112978	1731408	0.0652521
NODE_399_length_36055_cov_3.599511	323810	2991170	0.108255
NODE_821_length_30281_cov_3.389371	463414	3368906	0.137556
NODE_1030_length_28514_cov_3.677565	363108	2607124	0.139275
NODE_193_length_41971_cov_3.628821	214700	3367898	0.063749
NODE_1618_length_24998_cov_3.495241	292160	2245496	0.130109
NODE_2931_length_20683_cov_2.870288	313015	2030103	0.154187
NODE_3078_length_20331_cov_3.601028	91083	1506515	0.0604594
NODE_363_length_37030_cov_3.157456	1010282	4403644	0.22942
NODE_2861_length_20859_cov_4.020087	364534	2133795	0.170838
NODE_1848_length_24038_cov_3.544091	235008	1895821	0.123961
NODE_904_length_29499_cov_3.547313	264993	2585242	0.102502
NODE_562_length_33328_cov_3.796052	146740	2453450	0.0598097
NODE_1350_length_26376_cov_3.193667	333661	2112715	0.15793
NODE_441_length_35216_cov_3.524618	188834	2720598	0.069409
NODE_2626_length_21500_cov_3.651932	199153	1716653	0.116012
NODE_995_length_28796_cov_3.465415	233141	2197513	0.106093
NODE_1887_length_23837_cov_3.553627	136999	1873226	0.0731353
NODE_2709_length_21291_cov_3.337533	157441	1574743	0.0999789
NODE_1296_length_26726_cov_3.886732	1456448	5965233	0.244156
NODE_1600_length_25049_cov_3.619198	203380	1952408	0.104169
NODE_2839_length_20920_cov_3.770520	300208	2426431	0.123724
NODE_703_length_31628_cov_3.488566	427047	2824113	0.151215
NODE_451_length_35092_cov_3.929529	184660	2532117	0.0729271
NODE_1566_length_25263_cov_3.406215	199842	1967235	0.101585
NODE_788_length_30692_cov_3.700650	209896	2434242	0.0862264
NODE_37_length_57386_cov_3.806239	334584	4762678	0.0702512
NODE_61_length_52473_cov_3.878642	270353	3975525	0.0680044
NODE_1239_length_27112_cov_3.596824	193719	2094531	0.092488
NODE_2009_length_23441_cov_3.112287	425460	2320242	0.183369
NODE_1583_length_25154_cov_3.678228	283540	2199462	0.128913
NODE_817_length_30316_cov_3.591621	269310	2395282	0.112434
NODE_3035_length_20434_cov_3.499041	167550	1600964	0.104656
NODE_1579_length_25202_cov_3.299088	229772	2013877	0.114094
NODE_3066_length_20353_cov_3.798904	117465	1550298	0.0757693
NODE_2245_length_22643_cov_3.420555	228149	1945300	0.117282
NODE_2576_length_21669_cov_3.730505	380094	2072746	0.183377
NODE_3084_length_20326_cov_3.395313	105055	1509095	0.0696146
NODE_2170_length_22889_cov_3.446468	139661	1717353	0.0813234
NODE_3120_length_20259_cov_3.725843	344315	2438191	0.141217
NODE_1565_length_25266_cov_3.762467	698102	4003620	0.174368
NODE_3176_length_20154_cov_3.827275	96920	1540879	0.0628992
NODE_635_length_32228_cov_3.833826	290669	2783232	0.104436
NODE_2511_length_21834_cov_3.618956	129408	1566403	0.0826148
NODE_858_length_29891_cov_3.194650	229034	2336327	0.0980317
NODE_834_length_30162_cov_3.553405	201460	2248957	0.0895793
NODE_375_length_36751_cov_3.513369	222894	2587509	0.0861423
NODE_982_length_28913_cov_3.395988	178160	2176624	0.0818515
NODE_301_length_38650_cov_3.635833	306044	3018520	0.101389
NODE_2174_length_22875_cov_3.871970	79008	1642613	0.048099
NODE_63_length_52114_cov_3.440431	520730	4538051	0.114747
NODE_2754_length_21154_cov_3.674614	89133	1534934	0.0580696
NODE_3116_length_20261_cov_3.570975	389234	3852501	0.101034
NODE_151_length_43654_cov_3.405694	608203	3893141	0.156224
NODE_138_length_44611_cov_4.208169	140405	3500117	0.0401144
NODE_2632_length_21476_cov_3.731627	140975	1607058	0.0877224
NODE_409_length_35888_cov_3.406577	261381	2666851	0.0980111
NODE_1281_length_26808_cov_3.548280	109456	2050703	0.0533749
NODE_1356_length_26313_cov_3.816396	99226	1981456	0.0500773
NODE_3204_length_20092_cov_2.802781	171312	1529388	0.112013
NODE_2229_length_22689_cov_3.043338	234550	1876029	0.125025
NODE_1086_length_28102_cov_3.260222	527403	2417649	0.218147
NODE_1476_length_25732_cov_3.624507	341624	2710947	0.126016
